# mntjulip DSA
GeneName	GroupID	FeatureID	FeatureType	FeatureLabel	strand	p-value	q-value	log2FoldChange	ReadCount1	ReadCount2	PSI	avg_read_counts(0)	avg_read_counts(1)
GNB1	J000124	J000124	intron	chr1:1787437-1789053	-	1	1	0.0187017	2829.366101,2829.376953,2829.362484,2829.384188,2822.493916,2877.104045,2874.95112,2874.902127,2874.918459,2874.842632	.	.	2827.996728	2875.343677
GNB1	J000125	J000125	intron	chr1:1789269-1790395	-	0.99341	1	-0.0283901	2857.137801,2857.085753,2857.081613,2857.152586,2857.476078,2807.628081,2807.186086,2807.225271,2807.154859,2807.153634	.	.	2857.186766	2807.269586
GNB1	J000126	J000126	intron	chr1:1790596-1793245	-	1	1	-0.00440518	2878.725794,2878.674511,2878.695491,2878.709477,2879.181348,2870.358407,2870.397246,2870.380835,2870.374974,2870.334533	.	.	2878.797324	2870.369199
GNB1	J000127	J000127	intron	chr1:1793311-1804419	-	1	1	0.020785	2943.60133,2943.589059,2943.597426,2943.616948,2940.882296,2977.505837,2977.644959,2977.692946,2977.627509,2977.681495	.	.	2943.057412	2977.630549
GNB1	J000128	J000128	intron	chr1:1804581-1806475	-	1	1	0.0165888	3193.881557,3193.910059,3193.812197,3193.901034,3192.482361,3229.681556,3229.438322,3229.473647,3229.38905,3229.514083	.	.	3193.597442	3229.499332
GNB1	J000129	J000129	intron	chr1:1806538-1815756	-	0.999632	1	-0.0160534	3241.575455,3241.58053,3241.527931,3241.617901,3240.329807,3205.593597,3204.364896,3204.385192,3204.371504,3204.38708	.	.	3241.326325	3204.620454
GNB1	J000130	J000130	intron	chr1:1815862-1817837	-	1	1	-0.00360969	3195.777576,3195.786117,3195.771408,3195.847799,3194.74547,3195.397178,3194.458399,3194.450801,3194.452226,3194.531052	.	.	3195.585674	3194.657931
GNB1	J000131	J000131	intron	chr1:1815862-1825397	-	0.981742	1	-0.121707	13.481599,11.156426,10.331832,11.955099,11.984272,14.486782,9.408421,11.077416,11.077416,12.643492	.	.	11.781846	11.738705
GNB1	J000132	J000132	intron	chr1:1817875-1825397	-	1	1	0.00284815	3222.291325,3222.309532,3222.295994,3222.361348,3217.754095,3223.386927,3222.575194,3222.615797,3222.582662,3222.62653	.	.	3221.402459	3222.757422
GNB1	J000133	J000133	intron	chr1:1825499-1832232	-	1	1	-0.00493933	30.661612,34.510368,38.80497,29.454012,38.540824,30.429796,32.807415,36.444767,34.942389,36.928844	.	.	34.394357	34.310642
GNB1	J000134	J000134	intron	chr1:1825499-1839190	-	1	1	-0.00771532	2609.868857,2609.901355,2609.911246,2609.850488,2609.947258,2596.223475,2596.214912,2596.222763,2596.219908,2596.237039	.	.	2609.895841	2596.223619
GNB1	J000135	J000135	intron	chr1:1825499-1890820	-	0.999999	1	-0.0166169	442.116905,441.994296,442.157747,441.953399,440.851998,434.089051,431.865538,432.567939,431.694638,432.440536	.	.	441.814869	432.53154
GNB1	J000136	J000136	intron	chr1:1839238-1839629	-	0.979788	1	0.0120989	155.93333,156.706249,156.706249,154.353768,152.858976,158.201326,158.644731,159.942347,160.368231,159.297348	.	.	155.311714	159.290797
GNB1	J000137	J000137	intron	chr1:1839238-1890820	-	1	1	-0.0238409	2397.021336,2397.070581,2397.065573,2397.015493,2399.595395,2361.656909,2361.801208,2361.864787,2361.839013,2361.789179	.	.	2397.553676	2361.790219
GNB1	J000138	J000138	intron	chr1:1839682-1890364	-	0.999562	1	0.0877501	65.122283,63.539685,62.886,62.219474,61.852396,63.568131,60.855062,65.505181,64.878641,65.814352	.	.	63.123968	64.124273
SKI	J000139	J000139	intron	chr1:2229735-2302978	+	1	1	0.0732106	311.561274,310.24408,310.395602,311.747857,306.202669,316.901267,316.30831,317.656789,316.30831,317.729112	.	.	310.030296	316.980758
SKI	J000140	J000140	intron	chr1:2303103-2303285	+	0.999348	1	0.0312631	312.927973,313.300792,313.449489,314.078715,314.427686,319.30438,318.114853,318.765782,318.477053,318.078554	.	.	313.636931	318.548124
SKI	J000141	J000141	intron	chr1:2303400-2303840	+	0.932514	1	-0.063619	327.525697,328.110945,327.456604,327.835989,330.930089,317.264588,314.530015,314.049722,314.123781,313.455054	.	.	328.371865	314.684632
SKI	J000142	J000142	intron	chr1:2304102-2304293	+	0.999143	1	0.0140982	324.44014,324.44014,324.019636,323.59721,322.027114,325.39689,325.104918,325.244506,325.27937,324.895142	.	.	323.704848	325.184165
SKI	J000143	J000143	intron	chr1:2304108-2304293	+	0.490197	1	0.315622	31.285354,31.84441,32.392414,35.475638,34.121298,44.30042,33.158161,39.474906,42.609466,37.522965	.	.	33.023823	39.413184
SKI	J000144	J000144	intron	chr1:2304585-2306020	+	0.985293	1	-0.0683661	344.254758,344.412605,343.81142,343.078704,343.014558,334.419812,331.341343,330.089713,329.268847,330.123762	.	.	343.714409	331.048695
SKI	J000145	J000145	intron	chr1:2306250-2306577	+	0.999633	1	-0.0295162	334.894865,334.695738,334.76216,334.76216,333.515163,329.2305,328.158055,329.017079,329.222075,329.42662	.	.	334.526017	329.010866
.	J000146	J000146	intron	chr1:2309675-2309714	-	0.998081	1	-0.0143553	1.972972,1.005777,0.0,1.972972,1.002029,1.0,1.971146,0.0,1.0,1.0	.	.	1.19075	0.994229
MORN1	J000147	J000147	intron	chr1:2321579-2324097	-	0.848056	1	0.587377	1.011233,1.011233,1.982802,1.982802,1.994184,2.015906,2.993714,2.993714,2.993714,2.993714	.	.	1.596451	2.798152
MORN1	J000148	J000148	intron	chr1:2336850-2357432	-	1	1	0.0215869	1.982851,1.011294,2.918794,0.0,1.994172,2.008086,2.01533,3.880091,3.880091,0.0	.	.	1.581422	2.35672
MORN1	J000149	J000149	intron	chr1:2358715-2372481	-	0.401132	1	0.0144512	2.017763,0.0,2.968273,2.968273,2.989164,6.701567,3.007713,3.007713,2.04541,3.007713	.	.	2.188695	3.554023
MORN1	J000150	J000150	intron	chr1:2372591-2374461	-	0.660662	1	0.739848	3.994498,3.055147,3.055147,6.620135,2.039296,4.049031,3.138723,5.026889,7.617182,5.919849	.	.	3.752845	5.150335
MORN1	J000151	J000151	intron	chr1:2374557-2384978	-	0.952704	1	-0.322651	4.959388,4.959388,4.043996,4.043996,4.986012,5.863062,2.071785,3.982379,4.885625,3.045425	.	.	4.598556	3.969655
MORN1	J000152	J000152	intron	chr1:2385065-2385807	-	0.271266	1	-0.414437	11.241881,6.259811,4.350782,10.476168,8.01078,1.032986,7.746038,5.119052,6.025562,9.358776	.	.	8.067884	5.856483
MORN1	J000153	J000153	intron	chr1:2385897-2387419	-	0.953571	1	-0.822872	9.707964,8.89259,6.275097,8.89259,6.196752,6.884007,5.03783,4.109979,6.796682,5.03783	.	.	7.992999	5.573266
MORN1	J000154	J000154	intron	chr1:2387529-2388239	-	0.782091	1	-0.488747	6.832496,4.13356,3.164519,7.671784,6.941723,6.804821,4.918245,3.067024,2.086957,4.918245	.	.	5.748816	4.359058
MORN1	J000155	J000155	intron	chr1:2388337-2389925	-	0.984257	1	-0.950124	1.00894,0.0,1.978552,2.917327,1.993417,2.935325,2.917305,1.009754,1.009754,1.009754	.	.	1.579647	1.776378
TNFRSF14	J000156	J000156	intron	chr1:2556733-2557726	+	1	1	-0.130806	10.750755,6.447052,11.530316,9.116852,10.912844,9.109067,8.350032,10.051503,10.051503,13.147963	.	.	9.751564	10.142014
TNFRSF14	J000157	J000157	intron	chr1:2557834-2558343	+	0.719122	1	0.0409718	11.464253,11.464253,6.403905,9.887092,3.24488,10.001184,8.304479,11.588678,8.304479,11.588678	.	.	8.492877	9.9575
TNFRSF14	J000158	J000158	intron	chr1:2558468-2559823	+	0.512	1	-0.645335	11.455925,10.680061,7.315727,6.398699,11.737626,5.11007,9.543138,7.046912,7.906398,6.157045	.	.	9.517608	7.152713
TNFRSF14	J000159	J000159	intron	chr1:2559978-2560624	+	1	1	0.00810961	4.342741,10.460264,8.858472,8.858472,6.187236,8.867457,8.737115,10.32359,6.156501,2.233863	.	.	7.741437	7.263705
TNFRSF14	J000160	J000160	intron	chr1:2560714-2561673	+	0.904567	1	0.163306	7.189903,8.062581,8.906048,9.722427,8.022208,5.141475,8.89449,9.710101,9.710101,6.276732	.	.	8.380633	7.94658
TNFRSF14	J000161	J000161	intron	chr1:2561815-2562865	+	0.975367	1	0.171527	8.838452,8.00002,6.23385,8.838452,8.000326,8.097993,12.201105,9.046931,9.046931,7.309881	.	.	7.98222	9.140568
TNFRSF14	J000162	J000162	intron	chr1:2561957-2562865	+	0.85277	1	0.415037	6.994211,9.477049,6.109496,6.109496,5.097322,8.90534,7.985186,6.221597,6.221597,10.419977	.	.	6.757515	7.950739
TNFRSF14	J000163	J000163	intron	chr1:2562896-2563148	+	0.907282	1	0.297494	17.240161,17.950695,17.240161,19.316697,17.087717,13.727788,20.503137,16.232156,21.7858,21.15207	.	.	17.767086	18.68019
DFFB	J000164	J000164	intron	chr1:3857717-3858718	+	0.948358	1	-0.0669671	45.741134,52.269052,50.760334,50.371814,38.804211,47.929274,52.494927,48.164735,49.40621,49.40621	.	.	47.589309	49.480271
DFFB	J000165	J000165	intron	chr1:3858844-3860420	+	0.436557	1	-0.846068	5.31594,8.860664,11.22807,6.250662,8.950835,6.843954,4.978944,4.060581,4.978944,4.060581	.	.	8.121234	4.984601
DFFB	J000166	J000166	intron	chr1:3858844-3865643	+	0.990434	1	0.561194	2.011201,2.958931,2.011201,2.011201,2.965664,3.005933,3.011551,4.834156,1.045481,3.939275	.	.	2.39164	3.167279
DFFB	J000167	J000167	intron	chr1:3858844-3865812	+	0.915719	1	0.0157742	20.156619,25.272281,23.465818,22.836119,16.439348,21.327868,24.167797,21.613755,22.921143,22.921143	.	.	21.634037	22.590341
DFFB	J000168	J000168	intron	chr1:3858866-3865812	+	1	1	-0.227438	12.852152,12.852152,12.852152,11.269226,10.323581,11.92026,11.059195,14.807589,9.392219,9.392219	.	.	12.029853	11.314296
DFFB	J000169	J000169	intron	chr1:3866000-3866284	+	0.653782	1	0.339692	6.279868,8.898724,8.055795,11.273344,5.2027,8.162261,12.384015,10.030913,5.541574,13.123273	.	.	7.942086	9.848407
DFFB	J000170	J000170	intron	chr1:3866000-3867974	+	0.888604	1	0.0941841	32.004418,32.004418,36.043784,28.543628,28.489283,32.615288,31.417653,34.165384,38.076683,34.165384	.	.	31.417106	34.088078
DFFB	J000171	J000171	intron	chr1:3866398-3867974	+	1	1	-0.181892	7.979171,10.412442,6.216836,6.216836,8.881192,6.146401,10.511989,7.188341,7.188341,10.511989	.	.	7.941295	8.309412
DFFB	J000172	J000172	intron	chr1:3868053-3869605	+	0.995247	1	-0.127075	40.364425,45.761029,46.574434,38.843306,45.41937,39.488815,45.917299,42.476767,41.551652,42.928724	.	.	43.392513	42.472651
DFFB	J000173	J000173	intron	chr1:3869775-3872472	+	0.861329	1	0.185273	39.408587,37.456199,42.966994,36.94668,35.226677,46.734346,38.97096,39.462197,40.887937,41.348247	.	.	38.401027	41.480737
DFFB	J000174	J000174	intron	chr1:3872572-3873014	+	0.962227	1	0.0910188	20.942269,16.241232,16.965936,13.935176,14.418818,20.293338,16.33198,19.125272,17.058683,14.813632	.	.	16.500686	17.524581
DFFB	J000175	J000175	intron	chr1:3872572-3883507	+	1	1	0.00525333	24.364732,22.467202,26.705511,21.122551,19.010062,26.640733,22.075957,22.075957,19.331524,23.348355	.	.	22.734012	22.694505
DFFB	J000176	J000176	intron	chr1:3873137-3883507	+	0.278262	1	0.494803	10.659811,16.03919,12.315588,15.335614,12.11187,23.937511,17.601918,14.664374,13.874025,16.898034	.	.	13.292415	17.395172
THAP3	J000177	J000177	intron	chr1:6624954-6625150	+	0.99004	1	0.184829	34.960063,39.776055,34.43133,33.892414,38.718435,41.200826,38.123511,32.865345,39.984708,35.617285	.	.	36.355659	37.558335
THAP3	J000178	J000178	intron	chr1:6625292-6628499	+	0.931576	1	0.0727325	100.28071,102.425985,100.876701,99.267884,98.722326,104.721012,106.917093,106.360573,106.360573,109.074436	.	.	100.314721	106.686737
THAP3	J000179	J000179	intron	chr1:6628691-6629643	+	1	1	0.286304	4.098012,3.144417,8.897855,3.144417,6.692942,5.945814,5.009415,4.086176,2.129164,8.398962	.	.	5.195529	5.113906
THAP3	J000180	J000180	intron	chr1:6628691-6630288	+	0.952237	1	-0.0324586	122.995431,123.149064,121.589503,124.509852,117.405764,113.036309,119.037751,119.513158,115.907018,118.557461	.	.	121.929923	117.210339
THAP3	J000181	J000181	intron	chr1:6628691-6630291	+	0.991594	1	-0.187093	33.664936,33.157227,31.031555,28.123583,24.353373,27.042999,29.898987,21.846874,25.865247,30.430752	.	.	30.066135	27.016972
THAP3	J000182	J000182	intron	chr1:6629724-6630288	+	0.500181	1	0.588574	3.983504,4.886993,3.983504,2.072417,3.994346,6.93755,6.01127,6.884475,6.01127,5.106621	.	.	3.784153	6.190237
THAP3	J000183	J000183	intron	chr1:6630353-6632370	+	0.976692	1	-0.152324	9.88523,5.449108,12.216192,9.058947,9.958756,9.858521,10.527026,6.294275,8.917745,7.19985	.	.	9.313647	8.559483
THAP3	J000184	J000184	intron	chr1:6630353-6632391	+	1	1	-0.0583131	137.80834,140.045524,140.812136,138.210466,143.094645,137.667335,143.243723,140.716931,142.121968,140.975289	.	.	139.994222	140.945049
THAP3	J000185	J000185	intron	chr1:6632495-6632796	+	0.977731	1	-0.0831044	125.253188,126.887684,124.027908,127.612683,120.432245,117.60784,116.272003,117.259108,115.938146,116.438012	.	.	124.842742	116.703022
THAP3	J000186	J000186	intron	chr1:6632495-6634020	+	0.285868	1	-0.476835	11.569749,7.39789,10.788346,8.289676,13.423773,7.91085,9.446891,5.173838,3.236161,7.822645	.	.	10.293887	6.718077
PARK7	J000187	J000187	intron	chr1:7954323-7962763	+	4.01768e-07	7.37696e-06	-1.14381	376.978754,376.464057,376.843541,376.762334,377.847963,174.327011,174.881698,172.607101,173.088296,172.607101	.	.	376.97933	173.502241
PARK7	J000188	J000188	intron	chr1:7961735-7962763	+	0.98644	1	-0.0452739	355.85123,356.419253,355.550991,357.220975,361.077667,359.375238,352.63081,352.661236,352.813231,353.449098	.	.	357.224023	354.185923
PARK7	J000189	J000189	intron	chr1:7961793-7962763	+	1.01984e-07	2.62308e-06	1.19852	344.313295,344.123923,343.07572,343.299009,340.063042,781.900019,779.777271,779.900184,779.74834,779.798967	.	.	342.974998	780.224956
PARK7	J000190	J000190	intron	chr1:7962081-7962763	+	0.894868	1	-0.091218	71.292323,67.747152,68.969219,68.363623,67.571972,63.409798,64.011289,62.393623,60.694244,62.723325	.	.	68.788858	62.646456
PARK7	J000191	J000191	intron	chr1:7962875-7965324	+	0.997973	1	0.0270932	2797.534561,2797.532712,2797.583876,2797.526547,2795.007888,2840.464027,2840.802415,2840.823948,2840.84249,2840.83292	.	.	2797.037117	2840.75316
PARK7	J000192	J000192	intron	chr1:7965425-7969085	+	0.996429	1	-0.0287561	304.868037,303.734179,305.06205,304.361567,303.708596,298.449886,298.968807,299.209921,299.169782,298.928556	.	.	304.346886	298.94539
PARK7	J000193	J000193	intron	chr1:7965425-7969345	+	0.791208	1	-0.0857224	3900.618812,3900.592547,3900.573328,3900.589985,3900.919443,3672.683443,3671.747314,3671.808307,3671.797119,3671.798202	.	.	3900.658823	3671.966877
PARK7	J000194	J000194	intron	chr1:7965425-7970894	+	0.986621	1	-0.0510262	374.290349,374.070961,374.208132,374.918554,371.408398,360.40431,358.664318,358.634804,358.72332,358.752808	.	.	373.779279	359.035912
PARK7	J000195	J000195	intron	chr1:7969148-7969345	+	1	1	0.0217746	251.742164,252.434514,251.688639,251.36668,252.44609,251.856733,252.077832,251.275393,251.543832,252.024605	.	.	251.935617	251.755679
PARK7	J000196	J000196	intron	chr1:7969404-7970894	+	0.684446	1	-0.107428	4240.811074,4240.8385,4240.866467,4240.829811,4239.651063,3933.450288,3933.489107,3933.536049,3933.525652,3933.518091	.	.	4240.599383	3933.503837
PARK7	J000197	J000197	intron	chr1:7970963-7977652	+	0.882652	1	-0.0700374	4288.005919,4288.009904,4288.023187,4288.017342,4288.793688,4087.187174,4087.114171,4087.116507,4087.115047,4087.09314	.	.	4288.170008	4087.125208
PARK7	J000198	J000198	intron	chr1:7977738-7984894	+	0.794368	1	0.0887139	3455.457825,3455.49281,3455.483454,3455.477352,3455.65887,3677.195574,3676.988498,3677.000014,3677.01297,3677.017649	.	.	3455.514062	3677.042941
GPR157	J000199	J000199	intron	chr1:9104634-9105486	-	0.00934923	0.0497173	-0.993698	27.637112,28.866045,36.217977,31.714661,31.898607,15.315224,16.341805,20.430618,18.464656,14.822954	.	.	31.26688	17.075051
GPR157	J000200	J000200	intron	chr1:9105680-9111276	-	0.017523	0.0902482	-0.820134	30.070513,28.922925,34.726807,25.820229,31.378988,16.216107,19.863142,19.863142,13.264983,17.136127	.	.	30.183892	17.2687
GPR157	J000201	J000201	intron	chr1:9111489-9128645	-	0.000422079	0.00268243	-1.33587	35.140614,39.053844,37.646936,32.389417,37.669022,16.781968,18.649831,15.154976,15.154976,12.806767	.	.	36.379967	15.709704
NMNAT1	J000202	J000202	intron	chr1:9943515-9972018	+	0.637975	1	-0.225254	41.330559,41.790385,44.82719,37.362937,43.67106,36.587611,41.287903,31.407095,31.99201,35.770781	.	.	41.796426	35.40908
NMNAT1	J000203	J000203	intron	chr1:9972188-9975592	+	1	1	-0.0544742	105.637624,101.991052,105.637624,103.17706,104.726863,103.552721,105.006303,101.956651,102.545387,102.350062	.	.	104.234045	103.082225
NMNAT1	J000204	J000204	intron	chr1:9975775-9981031	+	1	1	-0.0461625	120.561805,120.24511,119.281741,120.719345,121.246968,119.770599,119.009749,119.817566,121.39197,121.081308	.	.	120.410994	120.214238
NMNAT1	J000205	J000205	intron	chr1:9981170-9981256	+	0.640563	1	-0.205319	44.302463,45.974192,38.64226,40.164348,49.218113,38.2811,40.415743,39.486281,42.192822,33.168877	.	.	43.660275	38.708965
NMNAT1	J000206	J000206	intron	chr1:9981170-9982301	+	0.984833	1	0.104405	81.235086,81.730462,79.448772,77.845834,78.539756,84.966212,79.899689,82.982576,85.373124,81.215676	.	.	79.759982	82.887455
NMNAT1	J000207	J000207	intron	chr1:9981170-9985136	+	0.841289	1	0.165103	10.760726,9.125714,9.125714,10.760726,8.141328,9.233359,13.441265,14.170893,10.297828,10.297828	.	.	9.582842	11.488235
NMNAT1	J000208	J000208	intron	chr1:9982870-9983004	+	0.993356	1	0.0418323	31.379731,33.552217,36.054461,30.225887,34.48534,34.942892,29.842606,38.296161,35.412786,34.903303	.	.	33.139527	34.67955
KIF1B	J000209	J000209	intron	chr1:10210878-10232250	+	0.922548	1	-0.0722709	162.653497,162.233863,163.070025,160.955672,164.877385,159.760771,155.897031,152.606543,153.6494,154.897061	.	.	162.758088	155.362161
KIF1B	J000210	J000210	intron	chr1:10211738-10232250	+	0.655358	1	0.464668	16.117065,11.565906,14.687052,13.174145,12.20502,18.622585,17.620264,13.073472,18.974659,15.448031	.	.	13.549838	16.747802
KIF1B	J000211	J000211	intron	chr1:10230997-10232250	+	0.756756	1	0.105353	15.946359,17.363405,15.207937,15.946359,11.668296,17.121951,22.438293,17.933449,14.966781,15.741359	.	.	15.226471	17.640367
KIF1B	J000212	J000212	intron	chr1:10232434-10256247	+	0.949526	1	0.103049	222.94798,222.55902,221.774096,222.036777,224.344821,238.878733,236.117932,233.903726,235.70439,234.267543	.	.	222.732539	235.774465
KIF1B	J000213	J000213	intron	chr1:10256323-10258493	+	0.980424	1	-0.0208089	224.528077,226.248558,225.106444,224.204651,227.676731,220.16286,219.063835,220.063967,221.049125,219.063835	.	.	225.552892	219.880724
KIF1B	J000214	J000214	intron	chr1:10258672-10261905	+	0.876156	1	0.0973069	227.976391,229.342907,228.03911,226.901339,228.838586,247.332458,242.371418,242.028842,242.712398,242.938833	.	.	228.219667	243.47679
KIF1B	J000215	J000215	intron	chr1:10261970-10263008	+	0.996805	1	0.00481702	12.145086,14.423594,9.641953,15.14088,10.292846,11.999856,10.372561,14.262399,12.776194,10.372561	.	.	12.328872	11.956714
KIF1B	J000216	J000216	intron	chr1:10261970-10267380	+	0.97912	1	0.0724987	209.588948,209.375147,208.003828,208.003828,212.380593,220.134346,222.495632,222.495632,221.842254,222.625544	.	.	209.470469	221.918682
KIF1B	J000217	J000217	intron	chr1:10267558-10268152	+	1	1	0.0260286	208.384796,211.375322,209.469038,208.965305,210.464447,211.374772,210.945613,211.79316,210.374398,212.352023	.	.	209.731782	211.367993
KIF1B	J000218	J000218	intron	chr1:10268263-10271502	+	0.999985	1	0.0651903	209.055501,209.199196,208.040572,209.770746,215.078616,221.619165,222.024542,223.13018,222.024542,223.00104	.	.	210.228926	222.359894
KIF1B	J000219	J000219	intron	chr1:10271579-10272241	+	0.994184	1	0.0206994	216.299768,217.047426,217.384448,216.708641,214.282861,218.858306,219.743349,220.272022,218.942317,219.543994	.	.	216.344629	219.471998
KIF1B	J000220	J000220	intron	chr1:10272306-10273014	+	0.988271	1	-0.0891584	52.416598,49.756591,45.966438,48.544618,44.676088,45.117631,49.652791,48.891027,36.706561,44.780172	.	.	48.272067	45.029636
KIF1B	J000221	J000221	intron	chr1:10272306-10275428	+	1	1	0.125841	163.621762,162.369565,162.369565,162.052083,169.799679,175.886581,175.944248,176.788096,178.077324,179.160713	.	.	164.042531	177.171392
KIF1B	J000222	J000222	intron	chr1:10273031-10275428	+	0.986394	1	0.0380492	48.665662,44.988566,43.658129,44.55161,37.857005,44.620738,47.260129,44.788898,37.530134,44.357157	.	.	43.944194	43.711411
KIF1B	J000223	J000223	intron	chr1:10275503-10276321	+	0.991642	1	0.123922	211.525532,211.241968,213.269629,212.158998,208.188676,221.654937,218.740104,220.606271,218.401371,221.390145	.	.	211.276961	220.158566
KIF1B	J000224	J000224	intron	chr1:10276399-10277986	+	1	1	0.0205534	211.452347,210.246365,210.389428,211.170635,213.883164,213.930776,217.711937,218.649369,217.711937,217.711937	.	.	211.428388	217.143191
KIF1B	J000225	J000225	intron	chr1:10278128-10279097	+	0.772604	1	0.0180961	34.042647,32.459401,31.911255,36.502887,23.119829,35.405884,32.914409,39.235489,32.365639,30.650291	.	.	31.607204	34.114342
