group_id	chrom	loc	strand	gene_name	structure	llr	p_value	q_value
g000389	chr1	53323167	+	Osgepl1	o	4.7991	0.00823718	0.121054
g000390	chr1	55228692	+	RP23-130K20.1	i	1.44076	0.236747	0.752967
g000391	chr1	55235129	+	.	i	0.736982	0.478556	1
g000392	chr1	57943241	+	Spats2l	i	0.25129	0.777797	1
g000393	chr1	59868615	+	Bmpr2	i	2.43417	0.0876705	0.458212
g000394	chr1	60108200	+	Carf	i	4.73069	0.00882041	0.126002
g000395	chr1	60437232	+	Abi2	i	0.411861	0.662416	1
g000396	chr1	60443985	+	Abi2	o	1.16668	0.311398	0.849423
g000397	chr1	60444082	+	Abi2	i	11.7942	3.04437e-05	0.00410638
g000398	chr1	60448078	+	Abi2	o	3.82706	0.0217735	0.215456
g000399	chr1	60448081	+	Abi2	o	3.00335	0.0496204	0.333967
g000400	chr1	60447406	+	Abi2	i	0.303112	0.738516	1
g000401	chr1	60448202	+	Abi2	i	0.734096	0.479939	1
g000402	chr1	60453604	+	Abi2	o	1.11496	0.32793	0.868532
g000403	chr1	60453762	+	Abi2	i	3.51583e-05	0.999965	1
g000404	chr1	60470666	+	Abi2	o	0.0889131	0.914925	1
g000405	chr1	62786301	+	Nrp2	i	0.636236	0.73568	1
g000406	chr1	62815333	+	Nrp2	o	0.271138	0.762511	1
g000407	chr1	63572998	+	Adam23	i	4.4835	0.0112938	0.147972
g000408	chr1	63592608	+	Adam23	o	4.34684	0.0129477	0.161401
g000409	chr1	64533020	+	Creb1	i	0.9073	0.403613	0.956398
g000410	chr1	64558503	+	Creb1	o	1.17829	0.307805	0.844013
g000411	chr1	64559030	+	Creb1	i	0.931339	0.394026	0.945177
g000412	chr1	64566217	+	Creb1	o	0.180929	0.834495	1
g000413	chr1	65223652	+	Pikfyve	i	2.51702	0.0806995	0.434809
g000414	chr1	65230794	+	Pikfyve	o	3.01534	0.0490293	0.331515
g000415	chr1	66175495	+	Map2	i	0.0352284	0.965385	1
g000416	chr1	66251662	+	Map2	o	0.00301252	0.996992	1
g000417	chr1	66322404	+	Map2	o	0.482935	0.61697	1
g000418	chr1	66362280	+	Map2	i	1.21855	0.295658	0.826564
g000419	chr1	66399389	+	Map2	o	1.19427	0.495771	1
g000420	chr1	66399502	+	Map2	i	0.0742593	0.928431	1
g000421	chr1	66401521	+	Map2	i	4.56352	0.0580014	0.36345
g000422	chr1	66412407	+	Map2	o	1.47622	0.228501	0.743599
g000423	chr1	66420135	+	Map2	o	1.99624	0.135845	0.574567
g000424	chr1	66416550	+	Map2	i	1.55329	0.211551	0.718209
g000425	chr1	66416866	+	Map2	i	0.224873	0.798618	1
g000426	chr1	66425528	+	Map2	i	0.291163	0.747394	1
g000427	chr1	66433514	+	Map2	o	0.370786	0.690192	1
g000428	chr1	66525643	+	Unc80	o	0.0714799	0.931015	1
g000429	chr1	66550946	+	Unc80	o	0.000804204	0.999196	1
g000430	chr1	66601220	+	Unc80	i	0.15706	0.854653	1
g000431	chr1	66608392	+	Unc80	o	0.537984	0.583924	1
g000432	chr1	66626614	+	Unc80	i	0.0226653	0.97759	1
g000433	chr1	66683287	+	Unc80	i	0.0306432	0.969822	1
g000434	chr1	66692508	+	Unc80	o	0.11417	0.892106	1
g000435	chr1	66693803	+	Unc80	i	0.880542	0.414558	0.968921
g000436	chr1	66695330	+	Unc80	o	1.4276	0.239883	0.756537
g000437	chr1	66706446	+	Rpe	o	0.675221	0.717191	1
g000438	chr1	72297770	+	Tmem169	o	0.0307922	0.969677	1
g000439	chr1	72310435	+	Xrcc5	o	0.892071	0.409806	0.963913
g000440	chr1	72585638	+	Smarcal1	o	3.6215	0.0645428	0.382317
g000441	chr1	72583438	+	Smarcal1	i	0.053032	0.94835	1
g000442	chr1	74286010	+	Pnkd	i	0.110854	0.895069	1
g000443	chr1	74347385	+	Pnkd	o	1.40984	0.244183	0.762104
g000444	chr1	74589486	+	Bcs1l	o	0.00334868	0.996657	1
g000445	chr1	75143953	+	Fam134a	i	0.948235	0.387424	0.937079
g000446	chr1	75168707	+	Zfand2b	i	0.858639	0.423738	0.977665
g000447	chr1	75211240	+	Stk16	o	0.0219864	0.99758	1
g000448	chr1	75213006	+	Stk16	i	0.00336634	0.996639	1
g000449	chr1	75243661	+	Dnajb2	i	0.0807639	0.922411	1
g000450	chr1	75244794	+	Dnajb2	o	0.299622	0.741098	1
g000451	chr1	75387798	+	Speg	o	0.724649	0.484495	1
g000452	chr1	75401055	+	Speg	o	5.03312	0.00651841	0.105346
g000453	chr1	75402473	+	Speg	i	0.144023	0.865868	1
g000454	chr1	75436778	+	Gmppa	o	0.0824655	0.920843	1
g000455	chr1	75482569	+	Tmem198	o	0.952786	0.385665	0.934927
g000456	chr1	75546772	+	Slc4a3	o	0.419651	0.657276	1
g000457	chr1	75546613	+	Slc4a3	i	0.300237	0.740643	1
g000458	chr1	78658103	+	Acsl3	i	0.0690071	0.93332	1
g000459	chr1	78681593	+	Acsl3	o	5.13827	0.00586781	0.0993838
g000460	chr1	78663280	+	Utp14b,Acsl3	i	0.527889	0.589849	1
g000461	chr1	82727336	+	Mff	i	1.08003	0.339587	0.883043
g000462	chr1	82729216	+	Mff	o	0.821264	0.439875	0.994178
g000463	chr1	82731282	+	Mff	i	0.363483	0.695251	1
g000464	chr1	82735507	+	Mff	i	8.39835	0.00490193	0.0903208
g000465	chr1	82741818	+	Mff	o	0.132919	0.875536	1
g000466	chr1	82747083	+	Mff	o	2.99785	0.111819	0.516242
g000467	chr1	82750520	+	Mff	o	6.61453	0.00416655	0.082399
g000468	chr1	82741976	+	Mff	i	0.96282	0.587983	1
g000469	chr1	82876171	+	Agfg1	o	1.01887	0.361004	0.908375
g000470	chr1	82876324	+	Agfg1	i	2.0747	0.125594	0.550145
g000471	chr1	82882228	+	Agfg1	o	0.8061	0.446597	0.999447
g000472	chr1	82883361	+	Agfg1	i	0.000224353	0.999776	1
g000473	chr1	82886467	+	Agfg1	i	3.18146	0.0415248	0.303603
g000474	chr1	82893424	+	Agfg1	o	3.11747	0.0442692	0.313219
g000475	chr1	82893582	+	Agfg1	i	1.89506	0.15031	0.604832
g000476	chr1	85793821	+	Cab39	i	1.99425	0.136116	0.574872
g000477	chr1	85818357	+	Cab39	o	0.12368	0.883663	1
g000478	chr1	85930536	+	AC107707.3	i	0.265192	0.767058	1
g000479	chr1	86046572	+	AC102506.1	i	0.137756	0.871312	1
g000480	chr1	86760389	+	Dis3l2	i	0.0476827	0.953436	1
g000481	chr1	86821222	+	Dis3l2	o	0.046953	0.954132	1
g000482	chr1	87219581	+	Eif4e2	o	1.57719	0.206554	0.709716
g000483	chr1	87226233	+	Eif4e2	i	8.72189	0.000572707	0.0262168
g000484	chr1	87237846	+	Eif4e2	o	4.26362	0.0140713	0.169928
g000485	chr1	87354486	+	Gigyf2	i	1.41363	0.419034	0.974503
g000486	chr1	87403846	+	Gigyf2	i	1.93497	0.144428	0.59264
g000487	chr1	89604598	+	Agap1	o	0.131655	0.876643	1
g000488	chr1	89743896	+	Agap1	i	0.37915	0.684443	1
g000489	chr1	89789163	+	Agap1	o	0.85355	0.4259	0.980503
g000490	chr1	89789324	+	Agap1	i	0.0263942	0.973951	1
g000491	chr1	89834434	+	Agap1	o	0.463773	0.628907	1
g000492	chr1	91079081	+	Lrrfip1	i	1.98473	0.137417	0.577384
g000493	chr1	91084946	+	Lrrfip1	o	1.67323	0.18764	0.676193
g000494	chr1	91085005	+	Lrrfip1	i	1.30587	0.270936	0.799228
g000495	chr1	91091602	+	Lrrfip1	o	1.14525	0.318144	0.856937
g000496	chr1	91093560	+	Lrrfip1	o	0.00212372	0.997879	1
g000497	chr1	91107390	+	Lrrfip1	i	0.968244	0.379749	0.926778
g000498	chr1	91112156	+	Lrrfip1	o	0.764836	0.46541	1
g000499	chr1	91250437	+	Ube2f	i	0.00068434	0.999316	1
g000500	chr1	91265283	+	Ube2f	i	4.44693	0.0117144	0.150977
g000501	chr1	91540864	+	Asb1	i	0.00821253	0.991821	1
g000502	chr1	93768324	+	Atg4b	i	0.0328327	0.9677	1
g000503	chr1	93775133	+	Atg4b	o	0.047976	0.953157	1
g000504	chr1	93826285	+	D2hgdh	o	0.0550034	0.946482	1
g000505	chr1	105678252	+	RP24-353D23.1	i	0.254023	0.775674	1
g000506	chr1	105687130	+	RP24-353D23.1	o	0.352976	0.702594	1
g000507	chr1	105727988	+	RP24-353D23.1	i	2.79136	0.0613374	0.374169
g000508	chr1	106004176	+	Zcchc2	i	5.24089	0.00529552	0.0951499
g000509	chr1	106011702	+	Zcchc2	o	3.17063	0.0419772	0.305174
g000510	chr1	106019848	+	Zcchc2	o	3.41643	0.0328295	0.265329
g000511	chr1	118497634	+	Clasp1	o	2.3762	0.092903	0.471412
g000512	chr1	118510376	+	Clasp1	i	0.0393322	0.961431	1
g000513	chr1	118521827	+	Clasp1	o	0.00682499	0.993198	1
g000514	chr1	118521934	+	Clasp1	i	1.2187	0.295613	0.826564
g000515	chr1	118525297	+	Clasp1	o	1.60986	0.199917	0.698082
g000516	chr1	118525455	+	Clasp1	i	2.48296	0.083496	0.444341
g000517	chr1	118539266	+	Clasp1	o	1.35593	0.438215	0.99342
g000518	chr1	118539369	+	Clasp1	i	1.23887	0.289712	0.821801
g000519	chr1	118543102	+	Clasp1	o	1.36067	0.256489	0.778121
g000520	chr1	118561117	+	Clasp1	i	0.0440524	0.956904	1
g000521	chr1	118570849	+	Clasp1	o	0.172066	0.841923	1
g000522	chr1	127249839	+	Mgat5	i	0.0575847	0.944042	1
g000523	chr1	127797841	+	Ccnt2	o	0.376768	0.686075	1
g000524	chr1	127799390	+	Ccnt2	o	0.150727	0.860082	1
g000525	chr1	127915639	+	Rab3gap1	o	5.82165	0.00296271	0.0670337
g000526	chr1	127919641	+	Rab3gap1	i	0.123995	0.883384	1
g000527	chr1	127939148	+	Rab3gap1	i	2.2539	0.104989	0.501631
g000528	chr1	127942374	+	Rab3gap1	o	0.914992	0.40052	0.953364
g000529	chr1	128151744	+	R3hdm1	o	0.364741	0.694377	1
g000530	chr1	128153399	+	R3hdm1	i	1.66808	0.188609	0.677948
g000531	chr1	128167893	+	R3hdm1	o	1.8197	0.162074	0.630344
g000532	chr1	128184400	+	R3hdm1	o	2.42215	0.0887306	0.460323
g000533	chr1	128186909	+	R3hdm1	i	2.98487	0.0505458	0.336365
g000534	chr1	128193460	+	R3hdm1	o	4.45837	0.0115812	0.150057
g000535	chr1	128259537	+	Ubxn4	i	0.0171526	0.982994	1
g000536	chr1	131164506	+	Eif2d	i	0.196943	0.821237	1
g000537	chr1	131165120	+	Eif2d	o	0.557669	0.572542	1
g000538	chr1	131928216	+	Nucks1	i	1.63809	0.194351	0.685472
g000539	chr1	132489588	+	Rbbp5	o	0.737673	0.478226	1
g000540	chr1	132503764	+	Rbbp5	o	3.7807	0.0228068	0.219272
g000541	chr1	134182780	+	Chil1	o	0.811186	0.444331	0.997559
g000542	chr1	134422921	+	Adipor1	o	2.29929	0.10033	0.490052
g000543	chr1	134455665	+	Klhl12	i	3.66045	0.0257211	0.233688
g000544	chr1	135435359	+	.	i	0.0469889	0.954098	1
g000545	chr1	135435456	+	.	i	1.24746	0.287234	0.819416
g000546	chr1	135739400	+	Csrp1	o	0.492137	0.611318	1
g000547	chr1	136152415	+	Kif21b	i	0.0804817	0.922672	1
g000548	chr1	136165131	+	Kif21b	i	2.99301	0.0501361	0.334697
g000549	chr1	136169187	+	Kif21b	o	1.75579	0.17277	0.64711
g000550	chr1	136173002	+	Kif21b	i	0.547552	0.578364	1
g000551	chr1	136174037	+	Kif21b	o	0.187271	0.829219	1
g000552	chr1	143746508	+	Glrx2	o	0.544561	0.580097	1
g000553	chr1	143798493	+	Uchl5	i	0.0621583	0.939734	1
g000554	chr1	143802233	+	Uchl5	i	0.413288	0.661472	1
g000555	chr1	143806684	+	Uchl5	o	1.95557	0.141484	0.586259
g000556	chr1	146514668	+	Brinp3	o	2.33464	0.096845	0.479636
g000557	chr1	151354759	+	Ivns1abp	i	0.119391	0.887461	1
g000558	chr1	151433794	+	Trmt1l	o	0.698539	0.497311	1
g000559	chr1	151807366	+	Edem3	o	0.220297	0.80228	1
g000560	chr1	151811704	+	Edem3	i	1.88389	0.151997	0.608509
g000561	chr1	151818310	+	Edem3	o	0.0889498	0.914892	1
g000562	chr1	152768933	+	Arpc5	i	0.00734798	0.992679	1
g000563	chr1	152774260	+	Arpc5	o	9.54804e-06	0.99999	1
g000564	chr1	153665916	+	Rgs8	i	0.319566	0.726464	1
g000565	chr1	153670783	+	Rgs8	o	0.774138	0.461101	1
g000566	chr1	153902934	+	Glul	o	1.65314	0.191447	0.68209
g000567	chr1	155567681	+	Acbd6	i	1.46646	0.230741	0.745129
g000568	chr1	156041075	+	Tor1aip2	o	0.265653	0.766705	1
g000569	chr1	156041002	+	Tor1aip2	i	10.6936	8.74771e-05	0.00868251
g000570	chr1	156051294	+	Tor1aip2	o	4.52263	0.0108604	0.144089
g000571	chr1	156059411	+	Tor1aip2	o	9.71093e-05	0.999903	1
g000572	chr1	156559205	+	Abl2	i	2.65573	0.0702473	0.402325
g000573	chr1	156622485	+	Abl2	o	2.83413	0.0587694	0.366101
g000574	chr1	156640612	+	Abl2	i	0.0437998	0.957146	1
g000575	chr1	158520444	+	Astn1	o	0.644683	0.524829	1
g000576	chr1	159250023	+	Rfwd2	o	0.14066	0.868785	1
g000577	chr1	159849986	+	Tnr	o	0.04143	0.959417	1
g000578	chr1	161036244	+	Gas5	i	2.08998	0.12369	0.545865
g000579	chr1	161038225	+	Gas5	o	0.0884007	0.915394	1
g000580	chr1	161036852	+	Gas5	i	8.35205	0.000235912	0.0154163
g000581	chr1	161037288	+	Gas5	o	4.16163	0.0155821	0.180263
g000582	chr1	161163405	+	Ankrd45	i	1.96099	0.140719	0.58484
g000583	chr1	161167712	+	Ankrd45	o	2.79119	0.061348	0.374169
g000584	chr1	162592677	+	Vamp4	i	2.42563	0.0884221	0.459715
g000585	chr1	163888305	+	Kifap3	i	7.30518	0.000672048	0.0283961
g000586	chr1	163915725	+	Kifap3	o	8.43138	0.00021792	0.0147085
g000587	chr1	164308250	+	Nme7	i	0.0998421	0.90498	1
g000588	chr1	164328293	+	Nme7	o	0.00598064	0.994037	1
g000589	chr1	165461511	+	Mpc2	i	0.0584153	0.943258	1
g000590	chr1	165478221	+	Mpc2	o	0.153789	0.857453	1
g000591	chr1	166270618	+	Ildr2	i	0.0156789	0.984443	1
g000592	chr1	166303502	+	Ildr2	o	0.0538022	0.99091	1
g000593	chr1	166294737	+	Ildr2	i	0.630718	0.53221	1
g000594	chr1	167087978	+	Fam78b	o	1.56877	0.208302	0.71311
g000595	chr1	169929919	+	Ccdc190	o	6.30074	0.00183495	0.0500144
g000596	chr1	169930160	+	Ccdc190	i	2.69973	0.067224	0.391131
g000597	chr1	171329526	+	Dedd	i	3.95195	0.0192172	0.201463
g000598	chr1	171331253	+	Dedd	o	0.59083	0.553867	1
g000599	chr1	171338252	+	Dedd	o	3.27522	0.0378087	0.286796
g000600	chr1	171411440	+	Usf1	i	0.244496	0.783099	1
g000601	chr1	171414437	+	Usf1	o	2.41287	0.0895577	0.46251
g000602	chr1	171416135	+	Usf1	o	1.06177	0.345842	0.89026
g000603	chr1	172110574	+	Copa	i	0.265331	0.766952	1
g000604	chr1	172126848	+	Pex19	i	1.27271	0.280072	0.811196
g000605	chr1	172149249	+	Dcaf8	o	1.8759	0.153217	0.610614
g000606	chr1	177020115	+	Sdccag8	o	0.374555	0.687595	1
g000607	chr1	177447089	+	Zbtb18	o	0.0708539	0.986401	1
g000608	chr1	179668545	+	Sccpdh	i	2.42287	0.088667	0.46022
g000609	chr1	179999453	+	Cdc42bpa	i	0.231809	0.793098	1
g000610	chr1	180031505	+	Cdc42bpa	o	1.46199	0.231775	0.746177
g000611	chr1	180084505	+	Cdc42bpa	i	0.062594	0.939325	1
g000612	chr1	180094381	+	Cdc42bpa	o	0.527064	0.590335	1
g000613	chr1	180117743	+	Cdc42bpa	i	0.653775	0.727341	1
g000614	chr1	180123924	+	Cdc42bpa	o	0.00152462	0.998477	1
g000615	chr1	180134297	+	Cdc42bpa	o	1.32209	0.449797	1
g000616	chr1	180118783	+	Cdc42bpa	i	0.416304	0.65948	1
g000617	chr1	180141342	+	Cdc42bpa	o	0.0291021	0.971317	1
g000618	chr1	180150258	+	Cdc42bpa	i	1.66132	0.189889	0.679534
g000619	chr1	180159606	+	Cdc42bpa	o	1.85101	0.29549	0.826564
g000620	chr1	180151277	+	Cdc42bpa	i	0.0111204	0.988941	1
g000621	chr1	180946566	+	Tmem63a	o	0.399106	0.670919	1
g000622	chr1	181406467	+	Cnih3	o	0.000759913	0.99924	1
g000623	chr1	181450082	+	Cnih3	i	0.455968	0.633834	1
g000624	chr1	181459225	+	Cnih3	o	0.737985	0.478076	1
g000625	chr1	182124975	+	Srp9	i	1.31396	0.268753	0.796942
g000626	chr1	182484290	+	RP23-67I3.4	i	1.32159	0.266712	0.79463
g000627	chr1	182489842	+	RP23-67I3.4	o	2.00804	0.134251	0.571381
g000628	chr1	182765006	+	Susd4	o	0.471895	0.623819	1
g000629	chr1	182892265	+	Susd4	i	0.0402663	0.960534	1
g000630	chr1	185267173	+	Rab3gap2	o	0.212876	0.808257	1
g000631	chr1	185332263	+	Bpnt1	i	0.123432	0.883882	1
g000632	chr1	185341223	+	Bpnt1	o	0.247071	0.781085	1
g000633	chr1	185348835	+	Bpnt1	i	0.15476	0.856621	1
g000634	chr1	185352182	+	Bpnt1	o	0.216494	0.805337	1
g000635	chr1	185387118	+	Eprs	i	0.396192	0.672877	1
g000636	chr1	185394363	+	Eprs	o	0.382895	0.681884	1
g000637	chr1	185455679	+	Slc30a10	i	0.192967	0.824509	1
g000638	chr1	190928758	+	Angel2	i	0.75044	0.472159	1
g000639	chr1	190932867	+	Angel2	o	0.540819	0.582271	1
g000640	chr1	190937444	+	Angel2	o	0.0277588	0.996578	1
g000641	chr1	190933192	+	Angel2	i	0.915391	0.40036	0.9532
g000642	chr1	191719354	+	Lpgat1	o	0.552922	0.575267	1
g000643	chr1	192337400	+	Kcnh1	o	0.0379471	0.962764	1
g000644	chr1	194959230	+	Cd34	i	5.60291	0.00368713	0.0768167
g000645	chr10	4353142	+	Akap12	o	0.143352	0.866449	1
g000646	chr10	5640734	+	Vip	i	0.373178	0.688543	1
g000647	chr10	5643627	+	Vip	i	0.0118256	0.988244	1
g000648	chr10	5644118	+	Vip	i	0.0715915	0.930911	1
g000649	chr10	7598848	+	Lrp11	i	1.35419	0.438805	0.993686
g000650	chr10	7604174	+	Lrp11	o	0.0012999	0.998701	1
g000651	chr10	7608544	+	Lrp11	o	0.485853	0.615172	1
g000652	chr10	7623630	+	Lrp11	o	0.811376	0.444246	0.997559
g000653	chr10	13966697	+	Hivep2	i	0.221612	0.801226	1
g000654	chr10	14066583	+	Hivep2	o	0.168399	0.845017	1
g000655	chr10	14066684	+	Hivep2	i	1.4685	0.230271	0.745079
g000656	chr10	14126452	+	Hivep2	o	2.13184	0.234362	0.748778
g000657	chr10	18094410	+	Reps1	o	0.371158	0.689935	1
g000658	chr10	18104275	+	Reps1	i	0.9167	0.607694	1
g000659	chr10	18114399	+	Reps1	o	0.0157803	0.984344	1
g000660	chr10	20230784	+	Map7	o	1.68044	0.186292	0.673302
g000661	chr10	20257297	+	Map7	i	0.0429306	0.957978	1
g000662	chr10	20322116	+	Bclaf1	i	0.735792	0.479126	1
g000663	chr10	20333572	+	Bclaf1	i	0.965333	0.380856	0.929049
g000664	chr10	20339709	+	Bclaf1	o	1.02213	0.359827	0.907148
g000665	chr10	20988684	+	Ahi1	i	0.284278	0.752557	1
g000666	chr10	21000705	+	Ahi1	i	0.0131177	0.986968	1
g000667	chr10	21017913	+	Ahi1	o	0.00152923	0.998472	1
g000668	chr10	21058250	+	Ahi1	i	0.0669974	0.935198	1
g000669	chr10	21072543	+	Ahi1	o	0.166484	0.846636	1
g000670	chr10	21994966	+	Sgk1	o	1.94772	0.272977	0.802417
g000671	chr10	24155235	+	Stx7	o	0.0814456	0.921783	1
g000672	chr10	25489093	+	Epb41l2	i	0.0894691	0.980916	1
g000673	chr10	25501824	+	Epb41l2	o	1.57355	0.369498	0.915533
g000674	chr10	25506175	+	Epb41l2	o	0.376048	0.860887	1
g000675	chr10	28496945	+	Ptprk	i	0.0291735	0.971248	1
g000676	chr10	28551756	+	Ptprk	i	0.260344	0.770786	1
g000677	chr10	28560005	+	Ptprk	o	0.739341	0.477429	1
g000678	chr10	28560165	+	Ptprk	i	0.718216	0.487621	1
g000679	chr10	28566495	+	Ptprk	o	0.663737	0.514924	1
g000680	chr10	28562142	+	Ptprk	i	0.0859615	0.91763	1
g000681	chr10	28569973	+	Ptprk	i	1.36675	0.254935	0.775643
g000682	chr10	28573368	+	Ptprk	o	0.990544	0.371374	0.91719
g000683	chr10	29198945	+	Soga3	o	0.00905528	0.990986	1
g000684	chr10	29199280	+	RP23-331E5.5	i	5.52613	0.00398138	0.0805539
g000685	chr10	29222300	+	RP23-331E5.6	i	0.00690021	0.993124	1
g000686	chr10	29317507	+	Echdc1	o	1.4597	0.232307	0.74703
g000687	chr10	39395044	+	Fyn	i	0.00468827	0.995323	1
g000688	chr10	39455066	+	Fyn	o	0.610592	0.543029	1
g000689	chr10	39511739	+	Fyn	o	0.000214012	0.999786	1
g000690	chr10	39526930	+	Fyn	i	0.978706	0.375797	0.922211
g000691	chr10	39532016	+	Fyn	o	1.28787	0.275857	0.806552
g000692	chr10	39848083	+	Rev3l	i	1.3723	0.253523	0.774331
g000693	chr10	40436212	+	Cdk19	i	0.0165365	0.983599	1
g000694	chr10	40466638	+	Cdk19	o	0.000129666	0.99987	1
g000695	chr10	40832667	+	.	o	1.15689	0.314462	0.853134
g000696	chr10	40920248	+	Wasf1	o	0.461853	0.819703	1
g000697	chr10	40932033	+	Wasf1	i	0.472915	0.623183	1
g000698	chr10	41894042	+	Sesn1	o	0.105902	0.899513	1
g000699	chr10	42812495	+	Sec63	i	0.00269551	0.997308	1
g000700	chr10	57506302	+	Hsf2	i	3.57699	0.0279597	0.243715
g000701	chr10	57511444	+	Hsf2	o	1.24003	0.289377	0.821638
g000702	chr10	58418474	+	Lims1	i	0.626118	0.534663	1
g000703	chr10	59343794	+	P4ha1	i	0.185036	0.831074	1
g000704	chr10	59350404	+	P4ha1	o	0.35453	0.701503	1
g000705	chr10	59352259	+	P4ha1	i	2.3528	0.0951024	0.476263
g000706	chr10	59361861	+	P4ha1	o	3.71264	0.024413	0.226898
g000707	chr10	59897491	+	Dnajb12	o	0.206895	0.937379	1
g000708	chr10	60004795	+	Ascc1	o	2.10447	0.121911	0.542565
g000709	chr10	60126834	+	Spock2	o	0.25552	0.774514	1
g000710	chr10	60293474	+	Psap	i	0.0692974	0.933049	1
g000711	chr10	60299229	+	Psap	i	0.070985	0.931476	1
g000712	chr10	60367793	+	Vsir	i	0.119021	0.887789	1
g000713	chr10	61175978	+	Tbata	i	0.165247	0.847685	1
g000714	chr10	61180394	+	Tbata	i	0.293577	0.745592	1
g000715	chr10	61684880	+	Sar1a	o	0.373407	0.688385	1
g000716	chr10	62930436	+	Slc25a16	i	0.00818393	0.991849	1
g000717	chr10	62937418	+	Slc25a16	o	0.0148801	0.98523	1
g000718	chr10	63002280	+	Rufy2	i	2.23911	0.106553	0.505263
g000719	chr10	63299239	+	Herc4	i	4.12445	0.0161725	0.183583
g000720	chr10	63306348	+	Herc4	o	4.93922	0.00716018	0.110828
g000721	chr10	69808416	+	Ank3	o	1.37054	0.25397	0.775171
g000722	chr10	69822393	+	Ank3	i	1.42697	0.240034	0.75656
g000723	chr10	69824318	+	Ank3	o	0.913223	0.401229	0.954188
g000724	chr10	69904270	+	Ank3	i	5.66497	0.00346525	0.0730619
g000725	chr10	69927695	+	Ank3	o	3.81905	0.0219486	0.216218
g000726	chr10	69927818	+	Ank3	i	0.2873	0.750287	1
g000727	chr10	69951058	+	Ank3	i	0.960039	0.382878	0.931092
g000728	chr10	69955926	+	Ank3	o	0.847386	0.428534	0.982485
g000729	chr10	69956150	+	Ank3	i	0.291922	0.746827	1
g000730	chr10	69958918	+	Ank3	o	2.15925	0.115412	0.527017
g000731	chr10	69980394	+	Ank3	i	0.0701724	0.932233	1
g000732	chr10	69982116	+	Ank3	o	0.148032	0.862403	1
g000733	chr10	69982197	+	Ank3	i	0.161403	0.955684	1
g000734	chr10	69994372	+	Ank3	o	2.79782	0.347573	0.891689
g000735	chr10	69999498	+	Ank3	i	0.0422696	0.958611	1
g000736	chr10	70004991	+	Ank3	i	0.0958443	0.908605	1
g000737	chr10	70477272	+	Fam13c	i	1.50648	0.221689	0.732996
g000738	chr10	70551790	+	Fam13c	i	0.694764	0.499192	1
g000739	chr10	71366105	+	Ipmk	i	0.268543	0.764492	1
g000740	chr10	72657388	+	Zwint	i	2.85922	0.221185	0.731998
g000741	chr10	74967382	+	Gnaz	i	0.590616	0.553986	1
g000742	chr10	74990934	+	Gnaz	o	0.866996	0.420212	0.975366
g000743	chr10	75037321	+	Rab36	i	0.176724	0.838011	1
g000744	chr10	75038440	+	Rab36	o	0.326016	0.721794	1
g000745	chr10	77641578	+	Ube2g2	i	0.435794	0.646751	1
g000746	chr10	77980501	+	RP23-39I3.2	o	2.85227	0.057713	0.363174
g000747	chr10	78074000	+	Icosl	i	3.94616	0.0193287	0.202076
g000748	chr10	78077144	+	Icosl	o	5.02161	0.00659389	0.105754
g000749	chr10	79685102	+	Cdc34	i	0.0794764	0.9236	1
g000750	chr10	79687849	+	Cdc34	o	0.00221201	0.99779	1
g000751	chr10	79685367	+	Cdc34	i	0.0258725	0.974459	1
g000752	chr10	79709671	+	Bsg	o	1.42701	0.240025	0.75656
g000753	chr10	79815241	+	Palm	i	0.00491397	0.995098	1
g000754	chr10	79819041	+	Palm	o	0.69013	0.501511	1
g000755	chr10	79859955	+	Ptbp1	i	1.42943	0.239446	0.756059
g000756	chr10	79860824	+	Ptbp1	o	0.272982	0.761106	1
g000757	chr10	79965351	+	Wdr18	i	5.54054	0.00392442	0.0800171
g000758	chr10	80054514	+	Gpx4	o	0.243319	0.784021	1
g000759	chr10	80143985	+	Atp5d	i	6.72641	0.00119883	0.0395387
g000760	chr10	80145423	+	Atp5d	o	6.38274	0.00169049	0.0482206
g000761	chr10	80151723	+	Midn	i	0.452998	0.63572	1
g000762	chr10	80154133	+	Midn	i	0.0980682	0.906587	1
g000763	chr10	80170764	+	Cirbp	i	4.78889	0.00832172	0.12146
g000764	chr10	80274869	+	Dazap1	i	0.133835	0.874734	1
g000765	chr10	80292775	+	Rps15	o	0.0174539	0.982698	1
g000766	chr10	80293876	+	Rps15	i	2.35797	0.0946121	0.475819
g000767	chr10	80301820	+	Apc2	o	1.53652	0.215128	0.723582
g000768	chr10	80304804	+	Apc2	i	1.74039	0.175452	0.652732
g000769	chr10	80602949	+	Scamp4	i	2.64413	0.0710675	0.4046
g000770	chr10	80612342	+	Scamp4	o	2.98213	0.0506847	0.33648
g000771	chr10	80609458	+	Scamp4	i	0.110849	0.895074	1
g000772	chr10	80611028	+	Scamp4	o	0.648746	0.522701	1
g000773	chr10	80703049	+	Izumo4	o	0.772638	0.461793	1
g000774	chr10	80703928	+	Izumo4	i	0.464536	0.628427	1
g000775	chr10	80826905	+	Oaz1	i	0.0836599	0.919744	1
g000776	chr10	80828796	+	Oaz1	i	0.585387	0.55689	1
g000777	chr10	80863094	+	Sppl2b	i	0.839533	0.431912	0.986549
g000778	chr10	81077050	+	Thop1	i	0.433026	0.648544	1
g000779	chr10	81119703	+	Map2k2	i	0.809694	0.444994	0.997823
