cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_1381_NA	Not enough valid samples	NA	NA	NA	NA	Zfand2b
chr1:clu_1382_NA	Success	0.0325586664650928	1	0.798583320082185	0.931720894733298	Abcb6
chr1:clu_1383_NA	Success	0.464594041086457	2	0.628390154000668	0.857515293714152	RP23-321N22.4,Atg9a
chr1:clu_1384_NA	Success	0.0565501954471301	1	0.736641622114027	0.906575031159664	Atg9a
chr1:clu_1385_NA	Success	1.10278923908618	3	0.530850420977229	0.808586429137586	Atg9a
chr1:clu_1386_NA	Success	1.39295720450389	2	0.248339826035297	0.6016211533611	Ankzf1
chr1:clu_1387_NA	Success	0.0603417258976151	2	0.94144276323543	0.979966503256277	Stk16
chr1:clu_1388_NA	Success	0.380991630256631	2	0.683183607667441	0.882055207961851	Stk16
chr1:clu_1389_NA	Success	1.12915786793315	2	0.323305407663707	0.664167339361925	Tuba4a
chr1:clu_1390_NA	Success	0.104229285343081	2	0.901018683357386	0.963641772690084	Dnajb2
chr1:clu_1391_NA	Success	0.547171842968936	1	0.295510788528936	0.643555180452517	Ptprn
chr1:clu_1392_NA	Success	0.857906499571982	2	0.424048900271193	0.739881162476959	Ptprn
chr1:clu_1393_NA	Success	0.667050964455484	2	0.513219851876101	0.797968986192614	Ptprn
chr1:clu_1394_NA	Success	1.09944961510325	3	0.532165221078395	0.809540171496265	Ptprn
chr1:clu_1395_NA	Success	0.107952354755071	2	0.897670365135977	0.963253809028505	Resp18
chr1:clu_1396_NA	Success	1.25163131957544	1	0.113610714312724	0.427926338530846	Dnpep
chr1:clu_1397_NA	Not enough valid samples	NA	NA	NA	NA	Speg
chr1:clu_1398_NA	Success	2.03766229147095	6	0.666483536051883	0.874118929492936	Speg
chr1:clu_1399_NA	Success	4.68417609970118	1	0.00220763888778323	0.0414437429170966	Speg
chr1:clu_1400_NA	Success	0.0435478402156377	1	0.767902385378703	0.92035539667783	Speg
chr1:clu_1401_NA	Success	0.480262610814407	2	0.618620913930835	0.853352178928901	Gmppa
chr1:clu_1402_NA	Success	0.781644245283132	3	0.667742252233584	0.874325992457898	Chpf
chr1:clu_1403_NA	Success	1.2779057900616	1	0.109889371076181	0.420569877945479	Tmem198
chr1:clu_1404_NA	Success	0.865459400276677	1	0.188293600761998	0.537328720166702	Tmem198
chr1:clu_1405_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Obsl1
chr1:clu_1406_NA	Success	1.403188093621	3	0.422451358431158	0.7384295601564	Slc4a3
chr1:clu_1407_NA	Success	0.322033143598361	1	0.422242159991307	0.738357146205197	Slc4a3
chr1:clu_1408_NA	Success	0.365256620132186	1	0.392716877927711	0.719614664184917	Epha4
chr1:clu_1409_NA	Success	1.3808601267865	2	0.251362256641867	0.604105451032548	Epha4
chr1:clu_1410_NA	Success	0.142590717943222	3	0.962790926270141	0.988572500386426	Farsb
chr1:clu_1411_NA	Success	10.2223412835756	3	0.000137274560183112	0.00649766251533395	Acsl3,Utp14b
chr1:clu_1412_NA	Success	0.347456704881779	1	0.404498159025799	0.726836730916571	Acsl3
chr1:clu_1413_NA	Success	0.927425200022384	1	0.17322031633578	0.520224572596286	Serpine2
chr1:clu_1414_NA	Success	3.92651382529175	5	0.164523739109156	0.507170869572226	Cul3
chr1:clu_1415_NA	Success	0.0126008720628761	2	0.987478186508113	0.997043907231395	Dock10
chr1:clu_1416_NA	Success	0.46532891285824	2	0.627928537450087	0.857349992509785	Dock10
chr1:clu_1417_NA	Success	0.293566206629038	1	0.443530143959813	0.754035283883176	Dock10
chr1:clu_1418_NA	Success	0.266045416239081	1	0.465729154167389	0.768728366147102	Dock10
chr1:clu_1419_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Dock10
chr1:clu_1420_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Nyap2
chr1:clu_1421_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Nyap2
chr1:clu_1422_NA	Success	1.69152311324137	2	0.184238693785099	0.533165592126781	Mff
chr1:clu_1423_NA	Success	0.357934109050802	1	0.397502561963528	0.721523824370377	Mff
chr1:clu_1424_NA	Success	15.3153342234873	10	0.000675030570640355	0.0190730576541137	Mff
chr1:clu_1425_NA	Success	4.84297859081062	4	0.0460633391610349	0.274319939983004	Agfg1
chr1:clu_1426_NA	Success	0.519705717259569	1	0.307958396173762	0.649998833640596	Agfg1
chr1:clu_1427_NA	Success	0.0288886522247367	1	0.810044130352762	0.93763275856757	Agfg1
chr1:clu_1428_NA	Success	10.1607262885882	5	0.00108749329383774	0.0261281469035723	Agfg1
chr1:clu_1429_NA	Success	1.80013794156491	1	0.0577699833974906	0.31000542409132	Agfg1
chr1:clu_1430_NA	Success	3.51319210341717	2	0.0298016325499144	0.218535412590818	Sphkap
chr1:clu_1431_NA	Success	1.87316761949819	1	0.0529234270648252	0.296499685467883	Sphkap
chr1:clu_1432_NA	Success	2.97625303839595	3	0.113943910152253	0.428537435941038	Sphkap
chr1:clu_1433_NA	Success	0.0237154033987963	1	0.827595736857938	0.942565591921699	Trip12
chr1:clu_1434_NA	Success	0.773263756116989	1	0.213648807115949	0.566253694093385	Trip12
chr1:clu_1435_NA	Success	6.70238481770957	2	0.00122797989970498	0.0283356361856923	Trip12
chr1:clu_1436_NA	Success	2.68817245510081	4	0.250814567104753	0.60389290777517	Trip12
chr1:clu_1437_NA	Success	0.00114832859685521	2	0.998852330480125	0.999973435974065	Trip12
chr1:clu_1438_NA	Success	0.45443789606594	1	0.340412880186739	0.676671403615995	Trip12
chr1:clu_1439_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Slc16a14
chr1:clu_1440_NA	Success	1.90821706795418	3	0.281980343346886	0.631824458184333	Cab39
chr1:clu_1441_NA	Success	0.0454128859746561	2	0.955602845356584	0.984805689064428	Cab39
chr1:clu_1442_NA	Success	0.0304860306049477	1	0.804966102618974	0.934766675677056	Itm2c
chr1:clu_1443_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC107707.3
chr1:clu_1444_NA	Success	0.135230927256941	1	0.603022124576486	0.843399770412561	AC102506.1
chr1:clu_1445_NA	Success	1.27819953275949	1	0.10984853287977	0.420569877945479	Armc9
chr1:clu_1446_NA	Success	0.353481719140092	1	0.400453723615939	0.723356557932025	Armc9
chr1:clu_1447_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Armc9
chr1:clu_1448_NA	Success	0.214410107940466	1	0.512568418831257	0.797754393282864	Ncl
chr1:clu_1449_NA	Success	0.040352651445005	1	0.77634387198701	0.923409012685581	Ptma
chr1:clu_1450_NA	Success	0.763348990377381	2	0.466102836332497	0.768923892645031	Pde6d
chr1:clu_1451_NA	Success	0.0086738131444406	1	0.895213368723912	0.96288334904891	Pde6d
chr1:clu_1452_NA	Success	0.148177783158218	1	0.586176225715014	0.836139009266039	Cops7b
chr1:clu_1453_NA	Success	1.10486037263991	2	0.331257131571864	0.66976018105927	Cops7b
chr1:clu_1454_NA	Success	2.36055076580408	2	0.0943682340843791	0.390883530560428	Dis3l2
chr1:clu_1455_NA	Success	0.485149570896283	3	0.808438158818677	0.936783973928177	Dis3l2
chr1:clu_1456_NA	Success	1.56236854985309	1	0.0771123091170656	0.355725087788679	Eif4e2
chr1:clu_1457_NA	Success	11.5585959794016	3	3.81741475986432e-05	0.00269310101148135	Eif4e2
chr1:clu_1458_NA	Success	4.54034400498131	6	0.169090829349385	0.514802096172013	Gigyf2
chr1:clu_1459_NA	Success	1.66137466403751	1	0.0683274752913996	0.335713207525275	Gigyf2
chr1:clu_1460_NA	Success	0.0191446043441488	1	0.844863547040327	0.949153935188017	Gigyf2
chr1:clu_1461_NA	Success	6.16468814094515	3	0.00633595694722005	0.0841065522949722	Ngef
chr1:clu_1462_NA	Success	1.36958652088242	4	0.602377445227605	0.843054407801484	Atg16l1
chr1:clu_1463_NA	Success	4.01916847298571	2	0.017967899523231	0.162426729236684	Dgkd
chr1:clu_1464_NA	Success	3.76150636515166	1	0.00609157169302455	0.0817869235441551	Dgkd
chr1:clu_1465_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Usp40
chr1:clu_1466_NA	Success	0.00371829340656404	2	0.996288610886318	0.999894296588448	Agap1
chr1:clu_1467_NA	Success	5.60584475110772	8	0.189990666408782	0.539711880262546	Agap1
chr1:clu_1468_NA	Success	1.46626029480652	1	0.0868118580793617	0.37837291182611	Lrrfip1
chr1:clu_1469_NA	Success	20.290784704509	12	5.75512415834901e-05	0.00360061454966369	Lrrfip1
chr1:clu_1470_NA	Success	0.552712526028245	2	0.575386939624914	0.830011360559791	Lrrfip1
chr1:clu_1471_NA	Success	1.37904902560581	1	0.0967632138765665	0.396562323749412	Lrrfip1
chr1:clu_1472_NA	Success	0.55962339380892	1	0.290080697857393	0.638881250639984	Ramp1
chr1:clu_1473_NA	Success	3.52452330689835	2	0.0294658501893032	0.218192690899802	Ramp1
chr1:clu_1474_NA	Success	1.13396725972382	4	0.686613010360128	0.883670773295514	Ube2f
chr1:clu_1475_NA	Success	4.49119011834773	1	0.00272595325930112	0.0476224894322069	Ube2f
chr1:clu_1476_NA	Success	0.120764898915212	1	0.623103391002782	0.855032774191672	Scly
chr1:clu_1477_NA	Success	1.5019859542021	2	0.222687473592378	0.576320203245506	Ilkap
chr1:clu_1478_NA	Success	0.0232779642930723	1	0.829168414659493	0.94328978643884	Ilkap
chr1:clu_1479_NA	Success	1.67908308539486	1	0.0668724976120901	0.332477835535124	Ilkap
chr1:clu_1480_NA	Not enough valid samples	NA	NA	NA	NA	Asb1
chr1:clu_1481_NA	Success	0.96178782587026	1	0.165463018006532	0.508447496223706	Hdac4
chr1:clu_1482_NA	Success	4.56230421082262	1	0.00252193859926278	0.0451990160605737	Hdac4
chr1:clu_1483_NA	Success	0.110417696619379	2	0.89546002654411	0.96288334904891	Hdac4
chr1:clu_1484_NA	Success	2.8442896398119	4	0.22364377056362	0.577433663538466	Cops9
chr1:clu_1485_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_1486_NA	Success	0.0819811800065509	3	0.983185925091279	0.996275248605976	Kif1a
chr1:clu_1487_NA	Success	0.435470726803032	4	0.928692218857559	0.973979264848625	Kif1a
chr1:clu_1488_NA	Success	0.452370866195508	1	0.341513452211183	0.677584610598323	Kif1a
chr1:clu_1489_NA	Success	0.703190613508013	3	0.704039620143711	0.890074515775796	Kif1a
chr1:clu_1490_NA	Success	6.70577029202832	3	0.00382610441312929	0.0602608339126896	Kif1a
chr1:clu_1491_NA	Success	2.02902421085702	1	0.0439612778568713	0.26796400289939	Kif1a
chr1:clu_1492_NA	Success	2.2915027018953	3	0.205004820777888	0.556853597978747	Hdlbp
chr1:clu_1493_NA	Success	0.149189221717734	2	0.861406102734298	0.95399799958855	Sept2,AC108412.2
chr1:clu_1494_NA	Success	0.0449234495936253	2	0.956070666629955	0.985064065450547	Stk25
chr1:clu_1495_NA	Success	0.0163437110494442	1	0.856527206915721	0.952696147652382	Stk25
chr1:clu_1496_NA	Success	0.058187967476897	1	0.732998812735188	0.905396994519342	Stk25
chr1:clu_1497_NA	Success	1.66169041676221	2	0.189817837491305	0.539497656672747	Stk25
chr1:clu_1498_NA	Success	0.531965609143214	1	0.302320274699164	0.646822178903082	Bok
chr1:clu_1499_NA	Success	0.11488553360175	1	0.631693630671683	0.859491568976734	Thap4
chr1:clu_1500_NA	Success	0.607663854479824	1	0.270279543783498	0.623658886695454	Atg4b
chr1:clu_1501_NA	Success	0.178733375003048	2	0.836328855851475	0.946377841861701	Atg4b
chr1:clu_1502_NA	Success	0.529588856765969	1	0.30340280435121	0.648141116963153	Dtymk
chr1:clu_1503_NA	Success	0.441728635073218	1	0.347256506310207	0.682194583875816	Dtymk
chr1:clu_1504_NA	Not enough valid samples	NA	NA	NA	NA	D2hgdh
chr1:clu_1505_NA	Success	0.16487047338444	1	0.565811667826101	0.82620227409005	D2hgdh
chr1:clu_1506_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Neu4
chr1:clu_1507_NA	Success	1.70514403143341	1	0.0647911353341292	0.327683385826856	AC099860.1
chr1:clu_1508_NA	Success	1.27568939925231	4	0.635459855612299	0.861593017598461	Ppip5k2
chr1:clu_1509_NA	Success	3.6937676701483	2	0.0248780927962589	0.197385211899258	Ppip5k2
chr1:clu_1510_NA	Success	12.7968016036575	8	0.00123231121032269	0.0283764635458089	Pam
chr1:clu_1511_NA	Success	5.2830095728068	2	0.00507712779076481	0.071727381901162	Pam
chr1:clu_1512_NA	Success	0.0871630902321385	2	0.91652760674325	0.970317317175323	RP24-353D23.1
chr1:clu_1513_NA	Success	2.83436856876199	2	0.0587556142534949	0.311973721702641	RP24-353D23.1
chr1:clu_1514_NA	Success	0.175584361045196	1	0.553452289320576	0.821620829078904	RP24-353D23.1
chr1:clu_1515_NA	Success	1.33318287745033	2	0.26363680083957	0.615652794876467	RP24-353D23.1
chr1:clu_1516_NA	Success	7.02092519076666	2	0.000892998916185412	0.0229486217996975	Zcchc2
chr1:clu_1517_NA	Success	4.72474260391755	2	0.008872997490817	0.105674537858375	Zcchc2
chr1:clu_1518_NA	Success	0.300161136913118	1	0.438455090432272	0.750127986040754	Zcchc2
chr1:clu_1519_NA	Success	0.873298940491168	2	0.417571730239768	0.735642537046017	Phlpp1
chr1:clu_1520_NA	Success	2.16997713281307	2	0.114180227861598	0.428698374167815	Tsn
chr1:clu_1521_NA	Success	5.2512843686352	1	0.0011920870663955	0.0279260965373028	Tsn
chr1:clu_1522_NA	Success	2.88124220410231	1	0.0163719065910056	0.154196630443859	Clasp1
chr1:clu_1523_NA	Success	0.189413696573865	2	0.827444125078956	0.942565591921699	Clasp1
chr1:clu_1524_NA	Success	1.50211168482952	2	0.222659476716675	0.576320203245506	Clasp1
chr1:clu_1525_NA	Success	2.23768257202346	4	0.345478538928518	0.680633279468564	Clasp1
chr1:clu_1526_NA	Success	1.08787725858292	2	0.3369309524203	0.674348975245255	Clasp1
chr1:clu_1527_NA	Success	0.234250548822729	2	0.79116356596094	0.928571331629052	Clasp1
chr1:clu_1528_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Gli2
chr1:clu_1529_NA	Success	2.13655559585641	5	0.510801304876427	0.797299218265404	Ptpn4
chr1:clu_1530_NA	Success	0.660468809656777	1	0.250423846656479	0.603536470374247	Ptpn4
chr1:clu_1531_NA	Success	2.07165984102835	4	0.386956977761981	0.715395674460308	Dbi
chr1:clu_1532_NA	Not enough valid samples	NA	NA	NA	NA	AC139867.2
chr1:clu_1533_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Steap3
chr1:clu_1534_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Celrr
chr1:clu_1535_NA	Success	0.706274639139338	3	0.702595765155516	0.889927147830658	Insig2
chr1:clu_1536_NA	Success	1.70256747554262	1	0.0649937977841979	0.3279858334153	Insig2
chr1:clu_1537_NA	Success	0.288947338654253	1	0.447138725402333	0.755884807681976	Ccdc93
chr1:clu_1538_NA	Success	0.267641982531998	1	0.464393802964461	0.767361742747183	Ccdc93
chr1:clu_1539_NA	Success	2.77244019623646	1	0.0185348233470152	0.165291226563237	Ddx18
chr1:clu_1540_NA	Success	2.10770549389781	2	0.121516467075705	0.441284062075577	Actr3
chr1:clu_1541_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Actr3
chr1:clu_1542_NA	Not enough valid samples	NA	NA	NA	NA	Slc35f5
chr1:clu_1543_NA	Success	1.5398705437531	1	0.079273144675681	0.36192471163555	Slc35f5
chr1:clu_1544_NA	Success	8.24232024339108	2	0.000263272683534169	0.0104892382835412	Lypd1
chr1:clu_1545_NA	Success	0.364169954522595	2	0.694773104876891	0.887669812605156	Mgat5
chr1:clu_1546_NA	Success	3.04032013484925	4	0.193206405166742	0.544517593798178	Ccnt2
chr1:clu_1547_NA	Success	0.475315774871433	1	0.329558593854555	0.668410727986276	Ccnt2
chr1:clu_1548_NA	Success	6.85281433847047	2	0.00105647821776998	0.0258883910177439	Rab3gap1
chr1:clu_1549_NA	Success	0.0440302052352308	1	0.766657576551235	0.920253088798653	Rab3gap1
chr1:clu_1550_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_1551_NA	Success	2.83923560810581	2	0.058470343143238	0.311204959468767	Rab3gap1
chr1:clu_1552_NA	Success	0.291451898818991	1	0.445176370583294	0.755095479415093	R3hdm1
chr1:clu_1553_NA	Success	1.76113124490075	2	0.17185034899085	0.517795012356543	R3hdm1
chr1:clu_1554_NA	Success	1.37167774886808	2	0.253680989324493	0.605894090657696	R3hdm1
chr1:clu_1555_NA	Success	2.23320096920065	1	0.0345677118186091	0.236925727786457	R3hdm1
chr1:clu_1556_NA	Success	6.80517866920263	2	0.00110802218399357	0.0265637526188587	R3hdm1
chr1:clu_1557_NA	Success	0.0315885769433635	1	0.801543011571025	0.932943505271193	Ubxn4
chr1:clu_1558_NA	Not enough valid samples	NA	NA	NA	NA	Cxcr4
chr1:clu_1559_NA	Success	4.53178118551966	4	0.0595302122248659	0.314868999948743	Pfkfb2,RP24-87I22.3
chr1:clu_1560_NA	Success	0.0248069453039363	1	0.82373649975943	0.941775296813083	RP24-87I22.3,Pfkfb2
chr1:clu_1561_NA	Success	3.0602933769695	1	0.0133616442429115	0.135898596542229	Yod1,RP24-87I22.6
chr1:clu_1562_NA	Success	0.434130453687459	1	0.351437213287607	0.686841040007515	Eif2d
chr1:clu_1563_NA	Success	1.35813428859069	2	0.257140078873938	0.609895591372695	Eif2d
chr1:clu_1564_NA	Success	0.0300662563136029	1	0.806286621390017	0.935752913954742	Eif2d
chr1:clu_1565_NA	Success	4.3126165504749	1	0.00331538012274578	0.054971781795707	Rassf5
chr1:clu_1566_NA	Success	7.93283520512375	1	6.80010990436428e-05	0.00398508028046237	Srgap2
chr1:clu_1567_NA	Success	1.09194512683843	1	0.13946155267996	0.470794318038171	Srgap2
chr1:clu_1568_NA	Success	0.011127083473724	1	0.881412937827417	0.958991129604761	Srgap2
chr1:clu_1569_NA	Success	0.00890391888438558	1	0.893840659501171	0.962307680273734	Slc41a1
chr1:clu_1570_NA	Success	0.183281742670715	1	0.544883447927124	0.817103854486979	Nucks1
chr1:clu_1571_NA	Success	1.65231955026547	1	0.06908451905599	0.336787030397951	Nucks1
chr1:clu_1572_NA	Not enough valid samples	NA	NA	NA	NA	Mfsd4
chr1:clu_1573_NA	Success	3.66004996449067	1	0.00681876207002309	0.08714487913529	Mfsd4
chr1:clu_1574_NA	Success	0.464267912700734	2	0.628595123288531	0.857639761707782	Mfsd4
chr1:clu_1575_NA	Success	5.79775793794215	2	0.00303435032620876	0.0515467242532028	Cdk18
chr1:clu_1576_NA	Success	0.492435086040189	1	0.320999389628658	0.662087090826024	Cdk18
chr1:clu_1577_NA	Success	0.784972953255874	2	0.456132038505338	0.761609778446338	Tmcc2
chr1:clu_1578_NA	Success	0.114574887541039	1	0.632154975268009	0.859569594486556	Rbbp5
chr1:clu_1579_NA	Success	3.82021963346938	1	0.00570740166286973	0.0781399021235416	Rbbp5
chr1:clu_1580_NA	Success	20.9314470025383	7	5.52579507938556e-07	9.415954815273e-05	Nfasc
chr1:clu_1581_NA	Success	1.37074179422734	2	0.253918534372072	0.605894090657696	Nfasc
chr1:clu_1582_NA	Success	8.49110497684887	2	0.000205286298137938	0.00849274158874147	Nfasc
chr1:clu_1583_NA	Success	0.592214035403003	2	0.553101342142197	0.821620829078904	Nfasc
chr1:clu_1584_NA	Success	2.29050705249028	2	0.101215127457935	0.404481760479166	Nfasc
chr1:clu_1585_NA	Success	2.29653680214915	4	0.33165356339189	0.669880375869369	Nfasc
chr1:clu_1586_NA	Success	0.0351908988744185	1	0.790781692293214	0.928418276853894	Lrrn2
chr1:clu_1587_NA	Success	0.99648332851767	1	0.158031034654949	0.497317307450929	Mdm4
chr1:clu_1588_NA	Success	0.337464841389846	1	0.411338156664958	0.730331929598379	Mdm4
chr1:clu_1589_NA	Success	1.17125725458573	2	0.309976976199373	0.650498707121823	Mdm4
chr1:clu_1590_NA	Success	0.280918218601187	1	0.453521259058616	0.76031111216602	Mdm4
chr1:clu_1591_NA	Success	0.325114928462682	1	0.420030511699534	0.737097250718259	Ppp1r15b
chr1:clu_1592_NA	Success	4.66622665086084	2	0.00940770117811278	0.108892283559499	Plekha6
chr1:clu_1593_NA	Success	1.15579725310658	2	0.314806456404017	0.655043455031166	Plekha6
chr1:clu_1594_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Sox13
chr1:clu_1595_NA	Success	0.00240663450591683	1	0.944688957425813	0.981094692212687	Zc3h11a,RP24-200D3.4
chr1:clu_1596_NA	Success	2.08431814202481	5	0.525400898323134	0.805098083089313	Zc3h11a,RP24-200D3.4
chr1:clu_1597_NA	Success	0.478525440987141	3	0.811642753610537	0.937998642572445	Atp2b4
chr1:clu_1598_NA	Success	0.135838292850963	1	0.602209315508742	0.843054407801484	Atp2b4
chr1:clu_1599_NA	Success	1.21362884901515	2	0.297117127565458	0.644736150136049	Atp2b4
chr1:clu_1600_NA	Success	0.561415683132566	1	0.289309603435218	0.638556968566608	Chil1
chr1:clu_1601_NA	Success	0.0340297345872784	1	0.794183430473361	0.929943685495465	Chil1
chr1:clu_1602_NA	Success	8.58421715321128	5	0.00419118984936902	0.0642069415928233	Adora1
chr1:clu_1603_NA	Success	2.19134072554152	2	0.11176679951669	0.423658135334311	Ppfia4
chr1:clu_1604_NA	Success	0.0241782864840729	1	0.825948039376636	0.941948155285793	Ppfia4
chr1:clu_1605_NA	Success	2.06357694148073	3	0.248057114001825	0.60125898157354	Tmem183a
chr1:clu_1606_NA	Success	0.0905210799521683	1	0.670479150367302	0.875321436759575	Tmem183a
chr1:clu_1607_NA	Success	2.49937767236815	1	0.0253655534401453	0.199537549647052	Adipor1
chr1:clu_1608_NA	Success	0.00135244771644238	1	0.958521833534963	0.985938691329239	Adipor1
chr1:clu_1609_NA	Not enough valid samples	NA	NA	NA	NA	Klhl12
chr1:clu_1610_NA	Not enough valid samples	NA	NA	NA	NA	Syt2
chr1:clu_1611_NA	Success	2.37975584510627	2	0.0925731769455287	0.386774993530243	Ppp1r12b
chr1:clu_1612_NA	Success	0.10127022701738	1	0.652678031921526	0.867418032344952	Ppp1r12b
chr1:clu_1613_NA	Success	4.12481522115311	1	0.00407602983832871	0.062965281017195	Ppp1r12b
chr1:clu_1614_NA	Success	0.776521973597198	1	0.212686633848133	0.565720605021378	Ppp1r12b
chr1:clu_1615_NA	Success	0.118229786701477	2	0.888491865540707	0.96136532969093	Ppp1r12b
chr1:clu_1616_NA	Success	0.0743280017360917	1	0.699823052205818	0.889927147830658	Gpr37l1
chr1:clu_1617_NA	Success	3.43652025538222	2	0.0321764565990078	0.22699772821058	Rnpep
chr1:clu_1618_NA	Success	0.000524635314519628	1	0.974159085671103	0.992438008912173	Timm17a
chr1:clu_1619_NA	Success	1.5598462224707	2	0.210168387891338	0.562412433989965	Shisa4
